Item Name,Price Lookup Name,Category,Available Quantity,Quantity to Sell,Suggested Price,Source,Already Listed,Current Listed Quantity,Current Vendor Price,Market Low,Market High,Pricing Source,Pricing Notes,Price Checked,Level,Legendary Stars,Legendary Effects
Overseer's Log - C.A.M.P.,Overseer's Log - C.A.M.P.,HOLO,1,,10,PLAYER,NO,,,,,Community baseline (2026),Collector holotape baseline,2026-07-11,,,
Overseer's Log - Flatwoods,Overseer's Log - Flatwoods,HOLO,1,,10,PLAYER,NO,,,,,Community baseline (2026),Collector holotape baseline,2026-07-11,,,
Protecting Our Own,Protecting Our Own,HOLO,1,,10,STASH,NO,,,,,Community baseline (2026),Collector holotape baseline,2026-07-11,,,
Report on Harpers Ferry Attack,Report on Harpers Ferry Attack,HOLO,1,,10,STASH,NO,,,,,Community baseline (2026),Collector holotape baseline,2026-07-11,,,
Rita - The Fire Breather,Rita - The Fire Breather,HOLO,1,,10,STASH,NO,,,,,Community baseline (2026),Collector holotape baseline,2026-07-11,,,
Scorchslayer's Journal - Part 1,Scorchslayer's Journal - Part 1,HOLO,2,,10,STASH,NO,,,,,Community baseline (2026),Collector holotape baseline,2026-07-11,,,
Scorchslayer's Journal - Part 3,Scorchslayer's Journal - Part 3,HOLO,1,,10,STASH,NO,,,,,Community baseline (2026),Collector holotape baseline,2026-07-11,,,
Situation Report S-487,Situation Report S-487,HOLO,1,,10,STASH,NO,,,,,Community baseline (2026),Collector holotape baseline,2026-07-11,,,
Springhill Feedback,Springhill Feedback,HOLO,1,,10,STASH,NO,,,,,Community baseline (2026),Collector holotape baseline,2026-07-11,,,
Survivor Story: Colonel,Survivor Story: Colonel,HOLO,1,,10,PLAYER,NO,,,,,Community baseline (2026),Collector holotape baseline,2026-07-11,,,
Survivor Story: Dassa Ben-Ami,Survivor Story: Dassa Ben-Ami,HOLO,1,,10,STASH,NO,,,,,Community baseline (2026),Collector holotape baseline,2026-07-11,,,
Survivor Story: Kesha McDermott,Survivor Story: Kesha McDermott,HOLO,1,,10,STASH,NO,,,,,Community baseline (2026),Collector holotape baseline,2026-07-11,,,
Survivor Story: Rev. Delbert Winters,Survivor Story: Rev. Delbert Winters,HOLO,1,,10,STASH,NO,,,,,Community baseline (2026),Collector holotape baseline,2026-07-11,,,
The Addington's Dangerous Game,The Addington's Dangerous Game,HOLO,1,,10,STASH,NO,,,,,Community baseline (2026),Collector holotape baseline,2026-07-11,,,
The Huntersville Incident,The Huntersville Incident,HOLO,1,,10,STASH,NO,,,,,Community baseline (2026),Collector holotape baseline,2026-07-11,,,
The Nuclear Option,The Nuclear Option,HOLO,1,,10,STASH,NO,,,,,Community baseline (2026),Collector holotape baseline,2026-07-11,,,
The Wayward Interrogation,The Wayward Interrogation,HOLO,1,,10,STASH,NO,,,,,Community baseline (2026),Collector holotape baseline,2026-07-11,,,
"The Whitespring Staff Meeting, 12.27.79","The Whitespring Staff Meeting, 12.27.79",HOLO,1,,10,STASH,NO,,,,,Community baseline (2026),Collector holotape baseline,2026-07-11,,,
They're Coming,They're Coming,HOLO,1,,10,STASH,NO,,,,,Community baseline (2026),Collector holotape baseline,2026-07-11,,,
US Government Supply Requisition,US Government Supply Requisition,HOLO,7,,10,STASH,NO,,,,,Community baseline (2026),Collector holotape baseline,2026-07-11,,,
Volunteer Training: Camping 101,Volunteer Training: Camping 101,HOLO,1,,10,STASH,NO,,,,,Community baseline (2026),Collector holotape baseline,2026-07-11,,,
Weapon Demonstration,Weapon Demonstration,HOLO,1,,10,STASH,NO,,,,,Community baseline (2026),Collector holotape baseline,2026-07-11,,,
Welcome to the Fire Breathers,Welcome to the Fire Breathers,HOLO,1,,10,STASH,NO,,,,,Community baseline (2026),Collector holotape baseline,2026-07-11,,,
Hardened Mass,Hardened Mass,JUNK,15,,25,STASH,NO,,,,,Community baseline (2026),Flux-crafting material baseline,2026-07-11,,,
Aluminum Ore,Aluminum Ore,MISC,3,,5,PLAYER,NO,,,,,Community baseline (2026),Ore baseline,2026-07-11,,,
Bait - Improved,Bait - Improved,MISC,425,,5,PLAYER+STASH,NO,,,,,Community baseline (2026),Common utility item,2026-07-11,,,
Beast of Beckley Card,Beast of Beckley Card,MISC,1,,10,STASH,NO,,,,,Community baseline (2026),Common miscellaneous item baseline,2026-07-11,,,
Black Titanium Ore,Black Titanium Ore,MISC,2,,5,PLAYER,NO,,,,,Community baseline (2026),Ore baseline,2026-07-11,,,
Bobby Pin,Bobby Pin,MISC,596,,1,PLAYER,NO,,,,,Community baseline (2026),Community per-unit baseline,2026-07-11,,,
Brotherhood Recon Rifle Schematics,Brotherhood Recon Rifle Schematics,MISC,1,,100,PLAYER,NO,,,,,Community baseline (2026),Collector misc item,2026-07-11,,,
Claim Token,Claim Token,MISC,112,,5,PLAYER,NO,,,,,Community baseline (2026),Redeemable token baseline,2026-07-11,,,
Commendation,Commendation,MISC,1,,10,PLAYER,NO,,,,,Community baseline (2026),Common miscellaneous item baseline,2026-07-11,,,
Copper Ore,Copper Ore,MISC,1,,5,PLAYER,NO,,,,,Community baseline (2026),Ore baseline,2026-07-11,,,
Dove Necklace,Dove Necklace,MISC,1,,10,PLAYER,NO,,,,,Community baseline (2026),Common miscellaneous item baseline,2026-07-11,,,
Gold Ore,Gold Ore,MISC,1,,5,PLAYER,NO,,,,,Community baseline (2026),Ore baseline,2026-07-11,,,
Heating Coil,Heating Coil,MISC,4,,10,PLAYER,NO,,,,,Community baseline (2026),Common miscellaneous item baseline,2026-07-11,,,
Mothman Card,Mothman Card,MISC,1,,10,STASH,NO,,,,,Community baseline (2026),Common miscellaneous item baseline,2026-07-11,,,
Nuclear Keycard,Nuclear Keycard,MISC,25,,100,STASH,NO,,,,,Community baseline (2026),Launch consumable baseline,2026-07-11,,,
Pleasant Valley Claim Ticket,Pleasant Valley Claim Ticket,MISC,8,,10,PLAYER,NO,,,,,Community baseline (2026),Redeemable ticket baseline,2026-07-11,,,
Scrap Kit,Scrap Kit,MISC,2,,50,PLAYER,NO,,,,,Community baseline (2026),Utility item baseline,2026-07-11,,,
Silver Ore,Silver Ore,MISC,7,,5,PLAYER,NO,,,,,Community baseline (2026),Ore baseline,2026-07-11,,,
Upgraded Motor,Upgraded Motor,MISC,5,,10,PLAYER,NO,,,,,Community baseline (2026),Common miscellaneous item baseline,2026-07-11,,,
Uranium Ore,Uranium Ore,MISC,2,,5,PLAYER,NO,,,,,Community baseline (2026),Ore baseline,2026-07-11,,,
¬ Aristocrat's,Aristocrat's,MODS,1,,1000,STASH,NO,,,,,Community baseline (2026),1-star legendary mod community tier,2026-07-11,,,
¬ Auto Stim,Auto Stim,MODS,1,1,500,STASH,YES,1,3000,,,Community baseline (2026),Low-demand one-star legendary mod baseline,2026-07-11,,,
¬ Executioner's,Executioner's,MODS,1,,1000,STASH,NO,,,,,Community baseline (2026),1-star legendary mod community tier,2026-07-11,,,
¬ Gourmand's,Gourmand's,MODS,2,2,500,STASH,YES,2,5000,,,Community baseline (2026),Low-demand one-star legendary mod baseline,2026-07-11,,,
¬ Juggernaut's,Juggernaut's,MODS,1,1,500,STASH,YES,1,5000,,,Community baseline (2026),Low-demand one-star legendary mod baseline,2026-07-11,,,
¬ Mutant Slayer's,Mutant Slayer's,MODS,2,1,500,STASH,YES,1,2000,,,Community baseline (2026),Low-demand one-star legendary mod baseline,2026-07-11,,,
¬ Quad,Quad,MODS,2,,3000,STASH,NO,,,,,Community baseline (2026),1-star legendary mod community tier,2026-07-11,,,
¬ Stalker's,Stalker's,MODS,1,1,500,STASH,YES,1,5000,,,Community baseline (2026),Low-demand one-star legendary mod baseline,2026-07-11,,,
¬ Suppressor's,Suppressor's,MODS,1,,500,STASH,NO,,,,,Community baseline (2026),1-star legendary mod community tier,2026-07-11,,,
¬ Troubleshooter's,Troubleshooter's,MODS,5,,500,STASH,NO,,,,,Community baseline (2026),1-star legendary mod community tier,2026-07-11,,,
¬¬ Crippling,Crippling,MODS,2,,3000,STASH,NO,,,,,Community baseline (2026),2-star legendary mod community tier,2026-07-11,,,
¬¬ Endurance,Endurance,MODS,1,,3000,STASH,NO,,,,,Community baseline (2026),2-star legendary mod community tier,2026-07-11,,,
¬¬ Heavy Hitter's,Heavy Hitter's,MODS,1,,4000,STASH,NO,,,,,Community baseline (2026),2-star legendary mod community tier,2026-07-11,,,
¬¬ Poisoner's,Poisoner's,MODS,1,,3000,STASH,NO,,,,,Community baseline (2026),2-star legendary mod community tier,2026-07-11,,,
¬¬ Rapid,Rapid,MODS,1,,4000,STASH,NO,,,,,Community baseline (2026),2-star legendary mod community tier,2026-07-11,,,
¬¬ Riposting,Riposting,MODS,3,,1500,STASH,NO,,,,,Community baseline (2026),2-star legendary mod community tier,2026-07-11,,,
¬¬¬ Agility,Agility,MODS,1,,5000,STASH,NO,,,,,Community baseline (2026),3-star legendary mod community tier,2026-07-11,,,
¬¬¬ Arms Keeper's,Arms Keeper's,MODS,1,,10000,STASH,NO,,,,,Community baseline (2026),3-star legendary mod community tier,2026-07-11,,,
¬¬¬ Diver's,Diver's,MODS,1,,5000,STASH,NO,,,,,Community baseline (2026),3-star legendary mod community tier,2026-07-11,,,
¬¬¬ Intelligence,Intelligence,MODS,1,,8000,STASH,NO,,,,,Community baseline (2026),3-star legendary mod community tier,2026-07-11,,,
¬¬¬¬ Bully's,Bully's,MODS,1,,7000,STASH,NO,,,,,Community baseline (2026),4-star legendary mod community tier,2026-07-11,,,
¬¬¬¬ Tarnished,Tarnished,MODS,1,,7000,STASH,NO,,,,,Community baseline (2026),4-star legendary mod community tier,2026-07-11,,,
Ash Heap Treasure Map #01,Ash Heap Treasure Map #01,NOTES,1,,10,STASH,NO,,,,,Community baseline (2026),Recent community treasure-map baseline,2026-07-11,,,
Ash Heap Treasure Map #02,Ash Heap Treasure Map #02,NOTES,1,,10,PLAYER,NO,,,,,Community baseline (2026),Recent community treasure-map baseline,2026-07-11,,,
Cranberry Bog Treasure Map #02,Cranberry Bog Treasure Map #02,NOTES,3,,10,PLAYER,NO,,,,,Community baseline (2026),Recent community treasure-map baseline,2026-07-11,,,
Cranberry Bog Treasure Map #03,Cranberry Bog Treasure Map #03,NOTES,1,,10,PLAYER,NO,,,,,Community baseline (2026),Recent community treasure-map baseline,2026-07-11,,,
Cranberry Bog Treasure Map #04,Cranberry Bog Treasure Map #04,NOTES,1,,10,PLAYER,NO,,,,,Community baseline (2026),Recent community treasure-map baseline,2026-07-11,,,
Forest Treasure Map #03,Forest Treasure Map #03,NOTES,1,1,10,STASH,YES,1,308,,,Community baseline (2026),Recent community treasure-map baseline,2026-07-11,,,
Forest Treasure Map #04,Forest Treasure Map #04,NOTES,1,,10,STASH,NO,,,,,Community baseline (2026),Recent community treasure-map baseline,2026-07-11,,,
Forest Treasure Map #06,Forest Treasure Map #06,NOTES,2,2,10,STASH,YES,2,55,,,Community baseline (2026),Recent community treasure-map baseline,2026-07-11,,,
Forest Treasure Map #07,Forest Treasure Map #07,NOTES,2,2,10,STASH,YES,2,90,,,Community baseline (2026),Recent community treasure-map baseline,2026-07-11,,,
Forest Treasure Map #08,Forest Treasure Map #08,NOTES,2,1,10,STASH,YES,1,115,,,Community baseline (2026),Recent community treasure-map baseline,2026-07-11,,,
Forest Treasure Map #09,Forest Treasure Map #09,NOTES,1,,10,STASH,NO,,,,,Community baseline (2026),Recent community treasure-map baseline,2026-07-11,,,
Forest Treasure Map #10,Forest Treasure Map #10,NOTES,3,3,10,STASH,YES,3,65/100,,,Community baseline (2026),Recent community treasure-map baseline,2026-07-11,,,
Hells Eagles,Hells Eagles,NOTES,1,,10,PLAYER,NO,,,,,Community baseline (2026),Common collectible note baseline,2026-07-11,,,
Mire Treasure Map #01,Mire Treasure Map #01,NOTES,2,2,10,STASH,YES,2,65/98,,,Community baseline (2026),Recent community treasure-map baseline,2026-07-11,,,
Mire Treasure Map #02,Mire Treasure Map #02,NOTES,1,,10,PLAYER,NO,,,,,Community baseline (2026),Recent community treasure-map baseline,2026-07-11,,,
Mire Treasure Map #03,Mire Treasure Map #03,NOTES,1,1,10,STASH,YES,1,56,,,Community baseline (2026),Recent community treasure-map baseline,2026-07-11,,,
Mire Treasure Map #04,Mire Treasure Map #04,NOTES,1,,10,PLAYER,NO,,,,,Community baseline (2026),Recent community treasure-map baseline,2026-07-11,,,
Mire Treasure Map #05,Mire Treasure Map #05,NOTES,1,1,10,STASH,YES,1,66,,,Community baseline (2026),Recent community treasure-map baseline,2026-07-11,,,
Plan: Ashtray,Plan: Ashtray,NOTES,1,0,25,STASH,YES,1,100,,,Community baseline (2026),Common plan quick-sale baseline,2026-07-11,,,
Plan: Barn Building Set,Plan: Barn Building Set,NOTES,1,0,25,STASH,YES,1,306,,,Community baseline (2026),Common plan quick-sale baseline,2026-07-11,,,
Plan: BoS Combat Armor Chest Piece,Plan: BoS Combat Armor Chest Piece,NOTES,1,0,25,PLAYER,NO,,,,,Community baseline (2026),Common plan quick-sale baseline,2026-07-11,,,
Plan: Bottle and Cappy Balloon Statue,Plan: Bottle and Cappy Balloon Statue,NOTES,1,0,500,PLAYER,NO,,,,,Community baseline (2026),Public-event reward plan baseline,2026-07-11,,,
Plan: Campfire Tales Tent,Plan: Campfire Tales Tent,NOTES,1,0,63,STASH,YES,1,100,50,75,NukaTrader,https://nukatrader.com/plans/campfire-tales-tent/,2026-07-11,,,
Plan: Cartography Table,Plan: Cartography Table,NOTES,1,0,500,PLAYER,NO,,,,,Community baseline (2026),Event reward plan baseline,2026-07-11,,,
Plan: Cigarette Machine,Plan: Cigarette Machine,NOTES,1,0,25,STASH,NO,,,,,Community baseline (2026),Common plan quick-sale baseline,2026-07-11,,,
Plan: Cryo Mine,Plan: Cryo Mine,NOTES,1,0,75,PLAYER,NO,,,50,100,NukaTrader,https://nukatrader.com/plans/cryo-mine/,2026-07-11,,,
Plan: Cushioned Raider Armor Legs,Plan: Cushioned Raider Armor Legs,NOTES,1,0,25,STASH,YES,1,250,,,Community baseline (2026),Common plan quick-sale baseline,2026-07-11,,,
Plan: Deep Pocketed Leather Armor Limbs,Plan: Deep Pocketed Leather Armor Limbs,NOTES,1,0,25,STASH,YES,1,500,,,Community baseline (2026),Common plan quick-sale baseline,2026-07-11,,,
Plan: Deep Pocketed Trapper Armor Limbs,Plan: Deep Pocketed Trapper Armor Limbs,NOTES,2,0,25,STASH,YES,2,481/500,,,Community baseline (2026),Common plan quick-sale baseline,2026-07-11,,,
Plan: Double Display Shelf,Plan: Double Display Shelf,NOTES,1,0,25,STASH,YES,1,150,,,Community baseline (2026),Common plan quick-sale baseline,2026-07-11,,,
Plan: Drowned Signal Lantern,Plan: Drowned Signal Lantern,NOTES,1,0,500,PLAYER,NO,,,,,Community baseline (2026),Event reward plan baseline,2026-07-11,,,
Plan: Electrified Mr. Handy Buzz Blade,Plan: Electrified Mr. Handy Buzz Blade,NOTES,1,0,3,STASH,YES,1,50,1,5,NukaTrader,https://nukatrader.com/plans/electrified-mr-handy-buzz-blade/,2026-07-11,,,
Plan: Elegant Couches,Plan: Elegant Couches,NOTES,1,0,25,STASH,YES,1,100,,,Community baseline (2026),Common plan quick-sale baseline,2026-07-11,,,
Plan: File Cabinets,Plan: File Cabinets,NOTES,1,0,25,STASH,YES,1,329,,,Community baseline (2026),Common plan quick-sale baseline,2026-07-11,,,
Plan: High-Tech Table,Plan: High-Tech Table,NOTES,1,0,100,PLAYER,NO,,,,,Community baseline (2026),Uncommon CAMP plan,2026-07-11,,,
Plan: Large Toolbox,Plan: Large Toolbox,NOTES,1,0,25,STASH,YES,1,350,,,Community baseline (2026),Common plan quick-sale baseline,2026-07-11,,,
Plan: Light Metal Arms,Plan: Light Metal Arms,NOTES,1,0,15,STASH,YES,1,54,10,20,NukaTrader,https://nukatrader.com/plans/light-metal-arms/,2026-07-11,,,
Plan: Light Metal Legs,Plan: Light Metal Legs,NOTES,1,0,15,STASH,YES,1,150,10,20,NukaTrader,https://nukatrader.com/plans/light-metal-legs/,2026-07-11,,,
Plan: Light Metal Torso,Plan: Light Metal Torso,NOTES,3,0,15,STASH,YES,3,99/150,10,20,NukaTrader,https://nukatrader.com/plans/light-metal-torso/,2026-07-11,,,
Plan: Lion Statues,Plan: Lion Statues,NOTES,2,0,25,PLAYER+STASH,YES,1,1000,,,Community baseline (2026),Common plan quick-sale baseline,2026-07-11,,,
Plan: Marine Arms,Plan: Marine Arms,NOTES,1,0,25,PLAYER,NO,,,,,Community baseline (2026),Common plan quick-sale baseline,2026-07-11,,,
Plan: Metal Box,Plan: Metal Box,NOTES,1,0,25,STASH,YES,1,294,,,Community baseline (2026),Common plan quick-sale baseline,2026-07-11,,,
Plan: Metal Diner Doors,Plan: Metal Diner Doors,NOTES,1,0,25,STASH,YES,1,100,,,Community baseline (2026),Common plan quick-sale baseline,2026-07-11,,,
Plan: Metal Signs,Plan: Metal Signs,NOTES,1,0,25,PLAYER,NO,,,,,Community baseline (2026),Common plan quick-sale baseline,2026-07-11,,,
Plan: Military Cot,Plan: Military Cot,NOTES,1,0,25,PLAYER,NO,,,,,Community baseline (2026),Common plan quick-sale baseline,2026-07-11,,,
Plan: MIRV Frag Grenade,Plan: MIRV Frag Grenade,NOTES,3,0,85,STASH,YES,3,175,60,110,NukaTrader,https://nukatrader.com/plans/mirv-frag-grenade/,2026-07-11,,,
Plan: Modern Couches,Plan: Modern Couches,NOTES,1,0,25,PLAYER,NO,,,,,Community baseline (2026),Common plan quick-sale baseline,2026-07-11,,,
Plan: Modern Kitchen Tables,Plan: Modern Kitchen Tables,NOTES,1,0,25,STASH,YES,1,150,,,Community baseline (2026),Common plan quick-sale baseline,2026-07-11,,,
Plan: Mole Miner Gauntlet,Plan: Mole Miner Gauntlet,NOTES,2,0,18,PLAYER,NO,,,10,25,NukaTrader,https://nukatrader.com/plans/mole-miner-gauntlet/,2026-07-11,,,
Plan: Mr. Handy Buzz Blade,Plan: Mr. Handy Buzz Blade,NOTES,2,0,10,PLAYER+STASH,YES,1,282,5,15,NukaTrader,https://nukatrader.com/plans/mr-handy-buzz-blade/,2026-07-11,,,
Plan: Nuka Cola Bottle Kiosk,Plan: Nuka Cola Bottle Kiosk,NOTES,2,0,500,PLAYER,NO,,,,,Community baseline (2026),Public-event reward plan baseline,2026-07-11,,,
Plan: Nuka-Cola Grenade,Plan: Nuka-Cola Grenade,NOTES,4,0,125,STASH,YES,4,200,100,150,NukaTrader,https://nukatrader.com/plans/nuka-cola-grenade/,2026-07-11,,,
Plan: Nuka-Cola Rocket,Plan: Nuka-Cola Rocket,NOTES,1,0,750,PLAYER,NO,,,,,Community baseline (2026),Seasonal/event plan baseline,2026-07-11,,,
Plan: Nuke Mine,Plan: Nuke Mine,NOTES,1,0,125,STASH,YES,1,50,100,150,NukaTrader,https://nukatrader.com/plans/nuke-mine/,2026-07-11,,,
Plan: Ogua Hunter Outfit,Plan: Ogua Hunter Outfit,NOTES,1,0,500,PLAYER,NO,,,,,Community baseline (2026),Public-event reward plan baseline,2026-07-11,,,
Plan: Park Grill,Plan: Park Grill,NOTES,1,0,25,STASH,YES,1,100,,,Community baseline (2026),Common plan quick-sale baseline,2026-07-11,,,
Plan: Pioneer Scout Bowie Knife Paint,Plan: Pioneer Scout Bowie Knife Paint,NOTES,1,0,200,STASH,YES,1,100,100,300,NukaTrader,https://nukatrader.com/plans/pioneer-scout-bowie-knife-paint/,2026-07-11,,,
Plan: Pocketed Leather Armor Chest,Plan: Pocketed Leather Armor Chest,NOTES,1,0,25,PLAYER,NO,,,,,Community baseline (2026),Common plan quick-sale baseline,2026-07-11,,,
Plan: Pocketed Leather Armor Limbs,Plan: Pocketed Leather Armor Limbs,NOTES,1,0,25,PLAYER,NO,,,,,Community baseline (2026),Common plan quick-sale baseline,2026-07-11,,,
Plan: Pocketed Raider Armor Chest,Plan: Pocketed Raider Armor Chest,NOTES,1,0,25,PLAYER,NO,,,,,Community baseline (2026),Common plan quick-sale baseline,2026-07-11,,,
Plan: Raider Jet Pack,Plan: Raider Jet Pack,NOTES,1,0,75,STASH,YES,1,3000,50,100,NukaTrader,https://nukatrader.com/plans/raider-jet-pack/,2026-07-11,,,
Plan: Rug Set 2,Plan: Rug Set 2,NOTES,1,0,25,STASH,YES,1,100,,,Community baseline (2026),Common plan quick-sale baseline,2026-07-11,,,
Plan: Shadowed Combat Armor Arms,Plan: Shadowed Combat Armor Arms,NOTES,2,0,25,PLAYER+STASH,YES,1,300,,,Community baseline (2026),Common plan quick-sale baseline,2026-07-11,,,
Plan: Shadowed Leather Armor Arm,Plan: Shadowed Leather Armor Arm,NOTES,1,0,25,PLAYER,NO,,,,,Community baseline (2026),Common plan quick-sale baseline,2026-07-11,,,
Plan: Single-Action Revolver Ivory Grip,Plan: Single-Action Revolver Ivory Grip,NOTES,1,0,25,STASH,YES,1,50,,,Community baseline (2026),Common plan quick-sale baseline,2026-07-11,,,
Plan: Stone Fountain,Plan: Stone Fountain,NOTES,1,0,25,STASH,YES,1,100,,,Community baseline (2026),Common plan quick-sale baseline,2026-07-11,,,
Plan: T-45 Jet Pack,Plan: T-45 Jet Pack,NOTES,1,0,75,STASH,YES,1,1045,50,100,NukaTrader,https://nukatrader.com/plans/t-45-jet-pack/,2026-07-11,,,
Plan: T-51b Jet Pack,Plan: T-51b Jet Pack,NOTES,3,0,75,PLAYER+STASH,YES,2,3000,50,100,NukaTrader,https://nukatrader.com/plans/t-51b-jet-pack/,2026-07-11,,,
Plan: T-60 Jet Pack,Plan: T-60 Jet Pack,NOTES,2,0,75,PLAYER+STASH,YES,1,1995,50,100,NukaTrader,https://nukatrader.com/plans/t-60-jet-pack/,2026-07-11,,,
Plan: Tesla Rifle,Plan: Tesla Rifle,NOTES,1,0,500,STASH,YES,1,884,,,Community baseline (2026),Uncommon weapon plan; conservative community price,2026-07-11,,,
Plan: Ultra-Light Build Marine Armor Limbs,Plan: Ultra-Light Build Marine Armor Limbs,NOTES,2,0,100,STASH,YES,2,500,,,Community baseline (2026),Uncommon armor mod plan,2026-07-11,,,
Plan: Ultra-Light Build Robot Armor Limbs,Plan: Ultra-Light Build Robot Armor Limbs,NOTES,1,0,25,PLAYER,NO,,,,,Community baseline (2026),Common plan quick-sale baseline,2026-07-11,,,
Plan: Ultracite Cooling Vent,Plan: Ultracite Cooling Vent,NOTES,3,0,75,STASH,YES,3,200,50,100,NukaTrader,https://nukatrader.com/plans/ultracite-cooling-vent/,2026-07-11,,,
Plan: Ultracite Jet Pack,Plan: Ultracite Jet Pack,NOTES,1,0,75,STASH,YES,1,3000,50,100,NukaTrader,https://nukatrader.com/plans/ultracite-jet-pack/,2026-07-11,,,
Plan: Ultracite Left Arm,Plan: Ultracite Left Arm,NOTES,2,0,3,STASH,YES,2,500,1,5,NukaTrader,https://nukatrader.com/plans/ultracite-left-arm/,2026-07-11,,,
Plan: Ultracite Left Leg,Plan: Ultracite Left Leg,NOTES,3,0,3,PLAYER+STASH,YES,2,322/345,1,5,NukaTrader,https://nukatrader.com/plans/ultracite-left-leg/,2026-07-11,,,
Plan: Ultracite Optimized Bracers,Plan: Ultracite Optimized Bracers,NOTES,1,0,75,STASH,YES,1,200,50,100,NukaTrader,https://nukatrader.com/plans/ultracite-optimized-bracers/,2026-07-11,,,
Plan: Ultracite Right Arm,Plan: Ultracite Right Arm,NOTES,2,0,3,PLAYER+STASH,YES,1,500,1,5,NukaTrader,https://nukatrader.com/plans/ultracite-right-arm/,2026-07-11,,,
Plan: Ultracite Right Leg,Plan: Ultracite Right Leg,NOTES,1,0,3,STASH,YES,1,500,1,5,NukaTrader,https://nukatrader.com/plans/ultracite-right-leg/,2026-07-11,,,
Plan: Ultracite Sensor Array,Plan: Ultracite Sensor Array,NOTES,1,0,75,STASH,YES,1,200,50,100,NukaTrader,https://nukatrader.com/plans/ultracite-sensor-array/,2026-07-11,,,
Plan: Ultracite Torso,Plan: Ultracite Torso,NOTES,2,0,3,STASH,YES,2,500,1,5,NukaTrader,https://nukatrader.com/plans/ultracite-torso/,2026-07-11,,,
Plan: Walking Cane,Plan: Walking Cane,NOTES,1,0,25,PLAYER,NO,,,,,Community baseline (2026),Common plan quick-sale baseline,2026-07-11,,,
Plan: Warehouse Building Set,Plan: Warehouse Building Set,NOTES,1,0,25,PLAYER,NO,,,,,Community baseline (2026),Common plan quick-sale baseline,2026-07-11,,,
Plan: Wooden Patio Chair,Plan: Wooden Patio Chair,NOTES,1,0,25,PLAYER,NO,,,,,Community baseline (2026),Common plan quick-sale baseline,2026-07-11,,,
Raider's Journal Entry 1,Raider's Journal Entry 1,NOTES,1,,10,PLAYER,NO,,,,,Community baseline (2026),Common collectible note baseline,2026-07-11,,,
Recipe: Bloatfly Loaf,Recipe: Bloatfly Loaf,NOTES,1,1,15,STASH,YES,1,46,,,Community baseline (2026),Common recipe quick-sale baseline,2026-07-11,,,
Recipe: Bloodbug Peppersteak,Recipe: Bloodbug Peppersteak,NOTES,1,1,100,STASH,YES,1,386,,,Community baseline (2026),Less-common recipe,2026-07-11,,,
Recipe: Cranberry Jam,Recipe: Cranberry Jam,NOTES,1,1,15,STASH,YES,1,500,,,Community baseline (2026),Common recipe quick-sale baseline,2026-07-11,,,
Recipe: Firecap Souffle,Recipe: Firecap Souffle,NOTES,1,,15,PLAYER,NO,,,,,Community baseline (2026),Common recipe quick-sale baseline,2026-07-11,,,
Recipe: Healing Salve (Forest),Recipe: Healing Salve (Forest),NOTES,2,2,38,STASH,YES,2,200,25,50,NukaTrader,https://nukatrader.com/plans/healing-salve-forest/,2026-07-11,,,
Recipe: Mirelurk Cake,Recipe: Mirelurk Cake,NOTES,1,1,15,STASH,YES,1,50,,,Community baseline (2026),Common recipe quick-sale baseline,2026-07-11,,,
Recipe: Pumpkin Pie,Recipe: Pumpkin Pie,NOTES,1,,6,PLAYER,NO,,,1,10,NukaTrader,https://nukatrader.com/plans/pumpkin-pie/,2026-07-11,,,
Recipe: S'mores,Recipe: S'mores,NOTES,1,1,125,STASH,YES,1,411,100,150,NukaTrader,https://nukatrader.com/plans/smores/,2026-07-11,,,
Recipe: Steeped Strangler Pod Tea,Recipe: Steeped Strangler Pod Tea,NOTES,1,1,15,STASH,YES,1,50,,,Community baseline (2026),Common recipe quick-sale baseline,2026-07-11,,,
Recipe: Tasty Mutton Meat Pie,Recipe: Tasty Mutton Meat Pie,NOTES,2,1,500,PLAYER+STASH,YES,1,174,,,Community baseline (2026),Public-event recipe baseline; NukaTrader's Mutton Meat Pie is not an exact name match,2026-07-11,,,
Recipe: Tasty Radscorpion Egg Omelette,Recipe: Tasty Radscorpion Egg Omelette,NOTES,1,1,15,STASH,YES,1,50,,,Community baseline (2026),Common recipe quick-sale baseline,2026-07-11,,,
Savage Divide Treasure Map #01,Savage Divide Treasure Map #01,NOTES,1,1,10,STASH,YES,1,58,,,Community baseline (2026),Recent community treasure-map baseline,2026-07-11,,,
Savage Divide Treasure Map #03,Savage Divide Treasure Map #03,NOTES,1,1,10,STASH,YES,1,106,,,Community baseline (2026),Recent community treasure-map baseline,2026-07-11,,,
Savage Divide Treasure Map #04,Savage Divide Treasure Map #04,NOTES,3,1,10,PLAYER+STASH,YES,1,56,,,Community baseline (2026),Recent community treasure-map baseline,2026-07-11,,,
Savage Divide Treasure Map #05,Savage Divide Treasure Map #05,NOTES,3,3,10,STASH,YES,3,55,,,Community baseline (2026),Recent community treasure-map baseline,2026-07-11,,,
Savage Divide Treasure Map #06,Savage Divide Treasure Map #06,NOTES,1,1,10,STASH,YES,1,55,,,Community baseline (2026),Recent community treasure-map baseline,2026-07-11,,,
Savage Divide Treasure Map #07,Savage Divide Treasure Map #07,NOTES,3,3,10,STASH,YES,3,125,,,Community baseline (2026),Recent community treasure-map baseline,2026-07-11,,,
